우편번호,위도,경도,평균_크기,평균_변환_전세(만원),지역구분코드,오피스텔비율,총거래수량,월세_비율(%),신축_비율(%),버스정류장,미술관 & 전시관,자전거대여소,헬스클럽,성당,병원,공연장,공원,영화관,지하철역,동물병원,뷰티케어,코인노래방,도서관,교회,대형마트,공공체육시설,카페 & 디저트,경찰서,생활용품점,술집,쇼핑센터,슈퍼마켓,약국,반찬가게 & 밀키트,편의점,은행,코인세탁방,요가,크로스핏,ATM,음식점,우체국,PC방,필라테스,주민센터,절
3189,37.56938521,126.9845141,23.86,14928.57143,2,1.0,1,100.0,0.0,40,94,10,20,0,82,7,1,2,1,0,4,3,0,4,0,0,168,4,2,236,0,6,19,0,37,20,1,0,0,38,213,1,13,20,0,1
3191,37.5691204,126.9886783,19.34,21071.42857,2,1.0,2,50.0,100.0,30,45,10,12,0,58,7,1,3,4,0,3,3,0,6,0,0,142,3,1,302,0,9,18,0,29,13,0,0,0,31,204,1,14,5,0,0
3192,37.56934808,126.9908664,17.92086957,19665.74224,2,0.826086957,46,50.0,100.0,32,22,11,7,0,48,8,1,3,3,0,2,3,0,4,0,0,134,2,1,237,0,9,14,0,28,8,0,0,0,28,153,1,12,2,0,1
3195,37.5700748,126.9999368,18.97,21206.42857,2,1.0,40,50.0,100.0,34,8,10,3,1,57,8,0,1,1,0,0,0,0,10,0,0,103,2,0,37,0,3,36,2,21,9,0,0,0,30,234,1,0,1,0,1
3600,37.60389691,126.9494109,36.1625,14824.28571,1,0.0,20,25.0,60.0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,13,0,0,1,0,3,0,1,3,0,1,0,0,0,19,0,1,2,0,0
3601,37.60239231,126.9497891,45.78125,20004.46429,1,0.0,8,50.0,62.5,10,0,1,2,0,7,0,0,0,0,0,0,0,0,6,0,0,21,0,0,5,0,4,3,4,5,1,1,0,0,3,60,0,3,2,3,0
3602,37.601228,126.9479106,35.90203704,16431.74603,1,0.0,27,33.33333333,70.37037037,16,0,1,2,0,9,0,0,0,0,0,0,0,0,8,0,0,32,0,0,8,0,6,4,4,8,1,1,0,0,4,80,0,3,3,3,0
3605,37.59978925,126.9487263,32.26666667,11951.71429,1,0.0,6,50.0,50.0,23,0,1,3,1,9,0,0,0,0,0,0,0,0,13,0,0,39,0,0,11,0,7,4,4,10,1,1,0,0,5,96,1,3,5,3,0
3606,37.59977306,126.9502362,40.30933333,10323.90476,1,0.0,15,53.33333333,0.0,22,0,1,3,0,9,0,0,0,0,0,0,0,0,12,0,0,38,0,0,11,0,7,4,4,10,1,1,0,0,5,94,1,3,5,3,1
3607,37.59784813,126.9507556,29.8776,8714.611429,1,0.0,25,40.0,20.0,32,0,2,3,1,8,0,1,0,0,0,0,0,0,14,0,1,39,1,0,10,0,7,5,4,11,1,1,0,0,5,101,1,3,5,6,3
3608,37.59729779,126.9552635,25.14909091,10532.46753,1,0.0,11,81.81818182,63.63636364,24,5,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,13,1,0,4,0,2,0,0,3,0,0,0,0,1,27,0,0,0,0,5
3614,37.59616005,126.9407314,27.755,13964.28571,1,0.0,4,50.0,100.0,21,0,2,0,1,9,0,0,0,0,1,0,0,0,6,0,0,26,0,0,8,0,3,5,0,5,1,0,0,0,2,54,0,1,2,0,0
3617,37.59753672,126.9481497,35.21277778,13737.30159,1,0.0,18,55.55555556,22.22222222,35,0,2,3,1,12,0,1,0,0,0,0,0,0,16,0,1,48,1,0,14,0,10,7,4,15,2,1,0,0,10,136,1,3,5,6,3
3618,37.59582139,126.9493625,54.15,13650.0,1,0.0,2,0.0,0.0,40,0,1,3,1,11,0,1,0,0,0,0,0,0,19,0,1,49,1,0,21,0,10,7,5,12,2,0,0,0,13,150,1,3,4,6,3
3619,37.59581557,126.947883,38.23189189,15020.93436,1,0.0,37,59.45945946,83.78378378,41,0,1,3,1,14,0,1,0,0,0,0,0,0,21,0,1,62,1,0,25,0,10,8,5,13,2,1,0,0,14,171,1,3,4,6,3
3620,37.5940833,126.9508214,40.97710526,12990.6015,1,0.0,38,50.0,18.42105263,41,0,1,2,1,6,0,1,0,0,0,0,0,0,17,0,1,44,1,0,22,0,8,4,2,12,1,1,0,0,11,101,1,1,4,3,5
3622,37.59279688,126.9498719,34.8985,13337.5,1,0.0,20,60.0,35.0,41,0,1,3,1,9,0,1,0,0,0,0,0,0,19,0,1,41,1,0,22,0,11,5,2,11,2,1,0,0,12,118,1,1,4,3,4
3624,37.59136573,126.946207,37.08,15050.66964,1,0.0,32,68.75,43.75,42,2,3,9,1,89,0,2,0,1,2,1,2,0,33,0,1,87,2,2,53,0,11,29,7,14,7,2,0,0,18,281,0,5,9,6,5
3625,37.59150309,126.9481114,39.92019231,14722.82967,1,0.0,26,53.84615385,23.07692308,41,2,2,7,1,67,0,2,0,1,0,1,1,0,23,0,1,62,2,2,32,0,11,24,7,13,5,1,0,0,18,203,1,3,8,3,4
3628,37.5909342,126.9438477,38.38,24436.95652,1,0.0,23,0.0,86.95652174,35,2,4,9,1,92,0,1,0,1,2,1,2,0,29,0,0,81,1,2,54,0,9,28,7,12,7,2,0,0,17,279,0,5,7,3,4
3629,37.58947284,126.9446618,31.58730769,13068.13187,1,0.0,26,84.61538462,23.07692308,32,2,4,13,1,107,0,1,0,1,2,1,2,0,37,0,0,88,1,2,56,0,9,30,8,14,7,2,0,0,18,278,1,5,10,3,6
3630,37.58779216,126.946969,35.64171053,18625.09398,1,0.0,76,47.36842105,56.57894737,31,2,1,12,2,97,0,1,0,1,2,1,2,0,34,0,0,71,1,2,43,0,9,28,7,17,7,3,0,0,15,218,1,4,8,5,5
3632,37.58619593,126.9482543,37.24365385,12944.09341,1,0.0,52,61.53846154,17.30769231,30,1,3,11,1,79,0,2,0,2,2,1,1,0,23,0,0,56,1,2,26,0,9,21,3,16,3,2,0,0,9,145,1,4,9,5,4
3633,37.58447809,126.9499419,42.03181818,9163.636364,1,0.0,11,72.72727273,0.0,22,1,3,9,1,35,0,1,0,1,2,0,0,0,19,0,0,29,0,0,11,0,8,9,3,12,1,1,0,0,6,85,1,3,8,2,4
3636,37.58975731,126.9424858,29.91333333,22373.01587,1,1.0,9,100.0,100.0,30,2,4,10,1,90,0,1,0,1,2,1,2,0,26,0,0,76,1,2,56,0,4,27,6,10,6,2,0,0,11,245,1,4,7,3,6
3637,37.58851641,126.9424011,31.49230769,12021.97802,1,0.0,26,61.53846154,34.61538462,31,2,4,12,1,101,0,1,0,1,2,1,2,0,29,0,0,69,1,2,46,0,7,28,6,13,7,1,0,0,13,230,1,4,9,3,6
3639,37.58705903,126.9420041,37.677,11745.71429,1,0.0,20,25.0,0.0,27,2,2,11,1,93,0,1,0,1,1,1,2,0,24,0,0,58,1,2,40,0,5,25,5,17,6,1,0,0,11,178,1,4,9,3,6
3640,37.58746009,126.9372396,41.33181818,14648.48052,1,0.0,22,36.36363636,36.36363636,25,0,4,2,0,0,0,0,0,0,0,0,0,0,10,0,0,21,1,0,7,0,3,0,1,13,0,1,0,0,4,37,0,0,1,0,4
3641,37.58607811,126.9364986,35.81444444,11180.95238,1,0.0,9,11.11111111,44.44444444,27,0,3,2,0,3,0,0,0,0,0,0,0,0,8,0,0,23,1,0,6,0,4,2,1,15,0,1,0,0,4,47,0,2,1,0,4
3642,37.58473411,126.9373525,41.844,14047.78571,1,0.0,10,50.0,20.0,30,0,3,2,0,5,0,0,0,0,0,0,0,0,9,0,0,24,1,0,6,0,5,4,1,11,0,1,0,0,3,57,0,4,1,0,4
3643,37.58379587,126.9380453,39.72454545,14734.85714,1,0.0,11,45.45454545,54.54545455,23,0,3,2,0,5,0,0,0,0,0,0,0,0,10,0,0,24,1,0,4,0,4,4,1,13,1,1,0,0,4,57,0,4,1,0,4
3644,37.58466727,126.939649,34.195,19521.42857,1,0.0,10,90.0,70.0,19,0,3,2,0,5,0,0,0,0,0,0,0,0,16,0,0,33,1,0,12,0,3,3,1,16,1,1,0,0,5,49,0,4,1,0,4
3645,37.58636288,126.9431149,31.14625,14901.78571,1,0.0,8,62.5,62.5,28,2,1,12,1,93,0,1,0,1,1,1,2,0,26,0,0,56,1,2,34,0,4,24,5,15,5,2,0,0,10,163,1,4,10,3,6
3646,37.58683388,126.9452242,34.23766667,16990.0,1,0.1,30,40.0,43.33333333,28,2,1,12,2,96,0,1,0,1,2,1,2,0,31,0,0,58,1,2,34,0,9,26,6,18,5,2,0,0,13,185,1,4,9,5,4
3647,37.59284187,126.9396497,43.16818182,24190.90909,1,0.727272727,11,0.0,54.54545455,34,1,5,4,1,35,0,0,0,0,2,0,0,0,14,0,0,34,0,0,21,0,2,12,4,5,3,0,0,0,5,126,0,1,4,0,1
3649,37.59447317,126.9332911,43.23428571,13263.64286,1,0.0,14,78.57142857,7.142857143,8,0,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,4
3650,37.59196602,126.9338406,47.00175439,15109.27068,1,0.0,57,47.36842105,31.57894737,16,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,6,0,0,2,0,2,0,0,4,0,0,0,0,2,20,0,0,0,0,4
3651,37.58680361,126.9324476,36.16985507,11682.42236,1,0.0,69,36.23188406,39.13043478,28,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,1,0,2,0,3,0,0,9,0,0,0,0,4,30,0,0,1,0,3
3652,37.58418756,126.934698,48.22545455,26436.36364,1,0.0,11,36.36363636,81.81818182,37,0,3,3,0,5,0,0,0,0,0,0,0,0,12,0,1,27,1,0,3,0,5,4,1,11,0,1,0,0,3,64,1,4,1,2,1
3653,37.58176709,126.9366449,24.4,11385.71429,1,0.8,10,80.0,0.0,26,0,4,3,0,6,0,0,0,0,0,0,0,0,10,0,1,31,1,0,4,0,5,5,1,11,1,1,0,0,2,62,1,4,0,2,1
3654,37.58149521,126.9340974,50.90333333,17178.57143,1,0.0,6,50.0,16.66666667,33,0,5,3,0,8,0,0,0,0,0,0,0,0,10,0,1,29,1,0,5,0,5,5,1,8,1,1,0,0,2,71,1,5,0,2,2
3655,37.585307,126.9244859,43.2075,11161.90476,1,0.0,12,16.66666667,8.333333333,17,1,2,2,0,3,0,0,0,0,1,0,2,0,15,0,0,40,0,0,11,0,6,1,1,16,1,1,0,0,10,104,0,7,4,0,1
3656,37.58502143,126.9266677,35.05266667,14537.14286,1,0.0,15,40.0,46.66666667,19,1,2,3,0,3,0,0,0,0,1,0,2,0,14,0,0,39,0,0,11,0,5,1,1,15,1,1,0,0,10,122,0,10,4,0,2
3657,37.58011144,126.9326101,58.79,20000.0,1,0.0,1,100.0,0.0,35,2,5,4,1,10,0,0,0,0,0,0,0,0,14,0,1,36,0,0,8,0,5,7,0,10,2,0,0,0,4,96,1,5,0,2,2
3658,37.58030121,126.9347932,37.138,18090.71429,1,0.4,10,30.0,70.0,31,1,4,2,0,10,0,0,0,0,0,0,0,0,12,0,1,32,1,0,7,0,4,6,1,8,1,1,0,0,2,85,1,5,0,2,2
3659,37.58119473,126.9282375,34.08433333,14778.78571,1,0.033333333,60,58.33333333,23.33333333,28,1,6,7,1,5,0,0,0,0,1,1,7,0,21,0,1,69,0,1,35,0,5,3,1,24,3,2,0,0,19,192,1,12,2,3,0
3660,37.57851437,126.9346561,35.42083333,20702.69841,1,0.416666667,36,44.44444444,77.77777778,33,2,5,2,1,10,0,0,0,0,0,0,0,0,14,0,1,39,0,0,8,0,5,6,0,9,2,0,0,0,4,92,1,5,0,2,3
3661,37.57751823,126.9338934,41.06333333,17386.77249,1,0.0,27,55.55555556,48.14814815,32,2,8,3,1,8,0,0,0,0,0,0,0,0,14,0,1,41,0,0,7,0,4,4,0,8,2,0,0,0,5,88,1,3,0,5,4
3662,37.58011931,126.9264168,31.16304348,14588.04348,1,0.0,46,67.39130435,71.73913043,26,1,8,9,1,23,0,0,0,0,2,1,7,0,28,0,1,91,1,1,48,0,12,11,3,30,5,3,0,0,24,265,1,17,4,3,0
3663,37.57873142,126.9283745,27.30862069,12631.03448,1,0.0,29,62.06896552,68.96551724,28,5,7,7,1,18,0,0,0,0,2,1,7,0,26,0,1,85,1,1,49,0,7,10,2,24,3,2,1,0,18,233,1,15,4,3,1
3664,37.57793858,126.9271433,38.26928571,17291.18027,1,0.0,42,47.61904762,59.52380952,27,4,7,9,1,23,0,0,0,0,2,1,7,0,26,0,0,89,1,1,48,0,8,13,2,25,5,2,1,0,20,252,1,15,4,3,1
3665,37.57871187,126.9237773,22.90588889,11934.60317,1,0.0,45,91.11111111,51.11111111,29,2,4,10,1,32,0,0,0,0,3,1,7,0,31,0,0,103,1,1,47,0,13,14,5,28,5,3,1,0,22,277,1,16,7,3,0
3666,37.57725974,126.9255743,33.9064,12905.71429,1,0.04,25,64.0,12.0,25,4,6,9,1,32,0,0,0,0,2,1,7,0,29,0,0,101,1,1,47,0,9,15,4,27,6,3,1,0,23,251,1,15,8,3,1
3667,37.58357553,126.9148179,38.44571429,14312.94286,1,0.0,35,57.14285714,34.28571429,26,1,1,8,0,16,0,0,0,0,1,0,0,0,20,0,0,43,1,0,38,0,3,6,2,21,4,2,0,0,13,153,0,5,1,2,0
3668,37.58228746,126.9175805,39.25,15385.15406,1,0.0,51,50.98039216,25.49019608,27,0,2,6,0,12,0,0,0,0,1,0,0,0,19,0,0,28,0,0,28,0,5,5,0,18,2,2,0,0,11,126,0,4,0,0,0
3669,37.58197013,126.9157055,39.48375,15335.95238,1,0.0,48,43.75,22.91666667,31,1,1,7,0,18,0,0,0,0,3,0,0,0,21,0,0,39,1,0,41,0,5,6,1,23,4,3,0,0,15,161,0,5,1,2,0
3670,37.58047521,126.9166729,48.975,15635.71429,1,0.0,2,50.0,0.0,27,1,1,9,0,24,0,0,0,0,4,0,0,0,15,0,0,36,0,0,35,0,3,9,2,22,5,1,0,0,14,134,0,3,2,2,0
3671,37.58160294,126.919445,35.22380435,13147.9472,1,0.0,46,56.52173913,17.39130435,27,0,3,5,0,14,0,0,0,0,1,1,6,0,18,0,0,64,0,1,21,0,8,9,1,25,3,2,0,0,17,157,1,4,3,0,0
3672,37.58311384,126.9220561,30.72333333,11811.02757,1,0.0,57,64.9122807,43.85964912,24,1,3,4,0,5,0,0,0,0,1,1,7,0,19,0,0,69,0,1,29,0,8,3,1,29,3,1,0,0,21,193,1,11,4,0,0
3673,37.58096028,126.9228976,27.76475862,11037.69458,1,0.0,145,68.96551724,24.13793103,31,1,3,11,0,26,0,0,0,0,2,1,7,0,26,0,0,104,0,1,45,0,11,13,4,33,6,2,0,0,28,279,1,16,8,3,0
3675,37.58258462,126.9247555,35.97609091,15592.98182,1,0.054545455,55,76.36363636,45.45454545,27,1,3,7,0,5,0,0,0,0,1,1,7,0,22,0,0,83,0,1,34,0,8,4,1,29,3,2,0,0,22,217,1,12,4,3,0
3676,37.58550256,126.9137211,34.25192308,18933.65385,1,0.0,52,48.07692308,69.23076923,13,1,1,6,0,9,0,0,0,0,1,0,0,0,12,0,0,24,0,0,24,0,1,4,0,8,2,1,0,0,7,86,0,3,1,2,0
3677,37.58385108,126.912294,37.12421429,16228.04082,1,0.0,35,57.14285714,28.57142857,20,1,2,8,0,15,0,0,0,0,3,0,0,0,17,0,0,43,1,0,40,0,3,5,2,17,4,2,0,0,11,146,0,5,1,2,0
3678,37.58249227,126.911134,40.52908602,16487.39785,1,0.032258065,93,53.76344086,25.80645161,22,1,3,10,0,21,0,0,0,0,4,0,0,0,17,0,0,52,1,0,41,0,4,8,2,21,4,2,0,1,12,169,0,5,3,2,1
3679,37.58047272,126.9104453,36.47111111,20110.79365,1,0.0,36,33.33333333,77.77777778,23,1,7,10,0,33,0,0,0,0,5,1,0,0,18,0,0,60,1,1,40,0,4,12,2,26,6,3,0,1,12,187,0,4,4,2,1
3680,37.5805829,126.9083946,38.989,17684.84694,1,0.0,70,44.28571429,44.28571429,21,1,6,9,0,30,0,0,0,0,4,1,0,0,14,0,0,50,1,1,26,0,4,11,2,19,6,2,0,1,10,144,0,4,4,2,1
3681,37.57903753,126.9093758,39.20222222,19034.92063,1,0.0,18,16.66666667,55.55555556,19,1,6,6,0,30,0,0,0,0,4,1,0,0,14,0,0,47,1,1,29,0,4,10,2,21,6,2,0,1,9,147,1,2,3,2,1
3682,37.58102002,126.9135321,38.18204545,19342.20779,1,0.0,44,63.63636364,77.27272727,30,1,4,11,0,32,0,0,0,0,5,0,0,0,20,0,0,56,1,1,43,0,5,11,3,27,6,4,0,1,16,168,0,5,4,2,1
3683,37.57915681,126.9123622,42.92789474,15471.05263,1,0.0,19,47.36842105,36.84210526,28,1,7,11,0,44,0,1,0,0,6,1,0,0,20,0,0,65,1,1,40,0,6,18,4,27,6,3,0,1,15,191,1,3,5,2,1
3684,37.57930497,126.913825,39.65456522,16392.45031,1,0.0,46,34.7826087,47.82608696,32,1,7,11,0,43,0,1,0,0,6,2,0,0,17,0,0,55,1,1,41,0,5,18,3,27,6,3,0,1,16,178,1,3,4,2,1
3685,37.57894566,126.9150851,47.08626866,18008.72068,1,0.0,67,49.25373134,34.32835821,32,1,5,10,0,41,0,1,0,0,6,1,0,0,15,0,0,52,1,1,38,0,5,14,6,23,8,3,0,1,15,160,1,2,4,2,1
3690,37.57635345,126.9128622,38.375,7214.285714,1,0.0,1,100.0,0.0,18,0,8,6,0,39,0,1,0,0,7,2,0,0,13,0,0,45,0,1,16,0,4,14,5,20,5,3,0,1,12,118,1,1,4,2,1
3691,37.577865,126.9117434,42.83625,13955.35714,1,0.0,8,50.0,12.5,23,1,7,7,0,38,0,1,0,0,5,1,0,0,19,0,0,55,1,1,34,0,6,16,5,23,5,3,0,1,14,180,1,2,4,4,1
3692,37.57657818,126.9231525,37.78571429,17997.18367,1,0.0,21,33.33333333,38.0952381,25,2,7,6,1,30,0,0,0,0,2,1,5,0,29,0,0,92,1,1,40,0,9,16,6,26,6,3,1,0,25,198,1,6,7,5,0
3693,37.57494199,126.9239983,34.46882353,12672.34454,1,0.0,34,58.82352941,32.35294118,27,2,8,5,1,30,0,1,0,0,2,0,1,0,28,0,0,82,1,0,25,0,9,15,7,18,4,3,1,0,17,154,0,5,7,5,1
3694,37.57590811,126.9218886,42.4375,12346.78571,1,0.0,4,25.0,25.0,25,2,6,5,1,32,0,0,0,0,2,1,4,0,25,0,0,92,1,0,32,0,8,15,6,21,5,3,1,0,18,180,0,5,7,5,0
3695,37.57523386,126.9295832,44.48454545,14649.35065,1,0.0,11,63.63636364,18.18181818,25,5,6,0,1,10,0,0,0,0,1,0,0,0,17,0,0,32,1,0,14,0,4,5,1,13,1,1,1,0,5,72,0,2,1,0,4
3696,37.57626401,126.9329931,33.64351351,12632.81853,1,0.0,37,51.35135135,40.54054054,28,3,7,3,1,7,0,3,0,0,1,0,0,0,13,0,0,40,0,0,7,0,2,3,0,10,2,0,0,0,5,74,1,1,0,5,5
3697,37.57312647,126.9337963,22.87117647,12606.38655,1,0.176470588,17,76.47058824,41.17647059,19,3,1,7,0,7,0,3,0,0,3,0,0,0,10,0,0,48,1,0,11,0,2,1,1,12,4,2,0,0,6,67,1,0,1,3,5
3698,37.57159712,126.9309501,25.3103125,18258.23214,1,0.625,32,81.25,25.0,28,2,1,13,0,15,0,3,0,0,4,0,0,0,11,0,0,96,1,0,19,0,1,6,2,11,6,2,0,1,10,85,1,1,5,3,2
3699,37.57093721,126.9336667,43.935,33761.90476,1,0.0,6,33.33333333,83.33333333,24,2,1,13,0,16,0,3,0,0,4,0,0,0,9,0,0,85,1,0,18,0,1,6,1,12,6,2,0,1,11,90,1,1,4,3,1
3700,37.57276415,126.9244969,43.71794872,14765.20147,1,0.0,39,56.41025641,5.128205128,24,2,5,0,1,12,0,1,0,0,1,0,0,0,26,0,0,35,1,0,12,0,6,6,2,11,0,1,1,0,7,73,0,1,4,2,1
3701,37.57066596,126.9265023,44.296,17857.14286,1,0.0,5,40.0,0.0,21,7,3,5,0,5,0,1,0,0,1,0,0,0,18,0,0,93,0,0,21,0,3,4,3,11,2,1,0,1,4,77,1,0,8,0,1
3702,37.57104453,126.9287423,34.20125,14688.54464,1,0.375,16,62.5,25.0,28,8,2,12,0,19,0,1,0,0,4,0,1,0,14,0,0,118,1,0,26,0,4,9,3,10,6,2,0,1,9,98,1,1,9,0,2
3703,37.56884822,126.9301807,18.92833333,14244.04762,1,0.5,12,75.0,41.66666667,28,6,3,17,0,29,1,0,1,0,4,1,1,0,11,0,0,153,1,1,46,0,6,10,3,18,6,3,0,1,11,160,1,5,10,0,0
3704,37.56908229,126.9262719,42.29,24054.28571,1,0.0,5,40.0,40.0,25,7,3,14,0,18,1,1,0,0,1,1,1,0,15,0,0,152,0,1,39,0,6,8,3,11,4,1,1,1,6,136,1,1,10,0,0
3705,37.57015962,126.9211703,51.15833333,17571.42857,1,0.0,6,50.0,0.0,18,1,7,3,1,10,0,1,0,0,0,0,0,0,18,0,0,50,0,1,11,0,5,5,3,9,1,2,0,0,7,60,1,0,5,2,0
3706,37.56778494,126.9216669,35.64971429,18319.18367,1,0.114285714,35,57.14285714,34.28571429,26,8,6,5,0,10,0,2,0,0,0,0,0,0,16,0,0,163,0,0,8,0,5,3,1,11,1,3,1,0,8,53,1,0,3,1,0
3707,37.56734094,126.9276583,28.12066667,14976.19048,1,0.0,15,86.66666667,13.33333333,26,8,4,21,1,29,1,1,1,0,3,1,1,0,15,0,0,205,0,1,46,0,8,10,2,22,5,3,1,1,9,180,1,2,9,0,0
3708,37.56702456,126.9303158,20.70111111,14350.05291,1,0.555555556,27,55.55555556,44.44444444,28,6,4,17,1,30,1,0,1,0,4,1,1,0,12,0,0,164,1,1,43,0,6,11,2,24,6,4,0,1,12,167,1,5,10,0,0
3712,37.56982364,126.9161175,37.33555556,17890.47619,1,0.0,9,44.44444444,33.33333333,25,2,8,7,0,43,0,0,0,1,2,0,0,0,14,0,0,63,0,1,25,0,6,12,3,13,4,3,0,0,13,132,1,0,5,2,1
3713,37.57840925,126.906003,43.33818182,14263.8961,1,0.0,44,27.27272727,0.0,12,0,6,6,0,18,0,0,0,0,4,1,0,0,7,0,0,31,0,1,6,0,4,7,0,12,2,2,0,1,3,97,0,0,3,0,1
3714,37.57673636,126.9067011,41.8989,13131.42857,1,0.0,50,66.0,2.0,15,0,7,4,0,20,0,1,0,0,2,1,0,0,7,0,0,30,0,1,6,0,2,7,0,12,2,1,0,1,3,93,0,0,3,2,1
3715,37.57272697,126.9085944,39.066,23354.57143,1,0.2,10,40.0,100.0,16,0,6,9,0,28,0,2,0,0,2,0,0,0,17,0,0,31,1,0,5,0,6,8,1,10,1,2,0,0,3,84,1,1,3,3,0
3716,37.56530527,126.9262096,25.2612069,14229.31034,1,0.275862069,58,75.86206897,25.86206897,25,16,5,16,1,28,2,0,1,0,1,1,2,0,17,0,0,408,0,1,57,0,11,7,2,28,2,4,1,1,11,291,0,4,11,1,0
3717,37.58276116,126.9384412,39.45,11626.98413,1,0.0,9,44.44444444,22.22222222,22,0,3,3,0,5,0,0,0,0,0,0,0,0,9,0,0,24,1,0,4,0,4,5,1,13,1,1,0,0,2,54,1,4,0,2,2
3718,37.57779835,126.9371728,45.09727273,19401.2987,1,0.0,11,18.18181818,0.0,26,0,4,2,0,7,1,0,0,0,0,0,0,0,11,0,0,51,0,0,3,0,3,5,0,12,1,0,0,0,25,69,2,3,0,5,3
3720,37.57404725,126.9371742,31.42615385,14196.29121,1,0.153846154,26,57.69230769,11.53846154,6,1,2,3,0,2,1,3,0,0,1,0,0,0,6,0,0,42,0,0,5,0,0,0,0,11,0,0,0,0,24,41,1,0,0,3,4
3721,37.56802364,126.9458208,27.18874016,12939.76715,1,0.0,127,92.12598425,13.38582677,9,0,1,1,0,1,0,0,1,0,0,0,0,0,4,0,0,10,0,0,2,0,0,0,1,5,0,1,0,0,2,11,0,0,1,0,3
3723,37.57027549,126.9352126,31.8862069,12618.96552,1,0.310344828,29,86.20689655,13.79310345,15,2,1,11,0,14,0,3,0,0,4,0,0,0,9,0,0,66,1,0,15,0,1,5,0,10,5,2,0,0,8,72,1,0,3,3,1
3724,37.56769338,126.9332134,32.1017931,16190.11429,1,0.068965517,145,70.34482759,30.34482759,22,3,2,16,0,28,1,0,1,0,3,1,1,0,8,0,0,147,1,1,39,0,6,9,2,18,6,4,0,1,11,156,1,5,9,0,0
3725,37.56565716,126.9326693,26.49294118,16332.95518,1,0.0,51,72.54901961,45.09803922,25,2,2,15,1,27,1,0,1,0,4,1,1,0,9,0,0,133,0,1,40,0,7,10,2,20,5,3,0,1,11,147,1,5,8,0,0
3726,37.56420857,126.9317828,23.09002778,13130.90476,1,0.061111111,180,77.77777778,9.444444444,19,5,3,13,1,30,2,0,1,0,2,1,1,0,9,0,0,136,0,1,41,0,8,11,2,26,4,3,0,1,11,153,1,7,8,0,0
3727,37.56183541,126.9312578,23.54583333,12602.15201,1,0.205128205,156,81.41025641,7.692307692,19,4,5,5,1,16,2,0,1,0,0,2,0,0,12,0,0,148,0,1,30,0,6,5,1,30,1,6,0,2,9,141,1,7,3,0,1
3728,37.58316047,126.9428253,30.15454545,14363.63636,1,0.0,11,18.18181818,63.63636364,13,0,0,5,0,18,0,0,0,0,0,0,1,0,11,0,0,19,0,0,8,0,4,4,1,10,1,2,0,0,3,35,1,0,2,0,4
3729,37.58329506,126.9443729,41.3487931,12577.0936,1,0.0,29,58.62068966,17.24137931,21,0,2,8,0,35,0,0,0,0,2,0,1,0,18,0,0,35,0,0,19,0,5,8,2,13,3,2,0,0,5,88,1,3,4,3,4
3730,37.58386791,126.9484688,48.39826087,16697.51553,1,0.0,23,43.47826087,4.347826087,27,1,3,10,1,36,0,1,0,1,2,0,0,0,20,0,0,33,0,0,14,0,7,9,3,15,1,1,0,0,7,90,1,3,8,2,3
