우편번호,위도,경도,평균_크기,평균_변환_전세(만원),지역구분코드,오피스텔비율,총거래수량,월세_비율(%),신축_비율(%),버스정류장,미술관 & 전시관,자전거대여소,헬스클럽,성당,병원,공연장,공원,영화관,지하철역,동물병원,뷰티케어,코인노래방,도서관,교회,대형마트,공공체육시설,카페 & 디저트,경찰서,생활용품점,술집,쇼핑센터,슈퍼마켓,약국,반찬가게 & 밀키트,편의점,은행,코인세탁방,요가,크로스핏,ATM,음식점,우체국,PC방,필라테스,주민센터,절
4167,37.540211,126.945474,32.44424242,24209.05195,0,1.0,33,75.75757576,0.0,29,2,4,24,0,97,1,0,0,1,2,2,2,0,14,0,0,140,1,0,125,0,14,21,4,35,13,4,2,1,31,444,2,7,23,2,1
4168,37.54157045,126.9499254,23.62702532,16720.16365,0,1.0,158,68.35443038,61.39240506,47,2,7,30,0,149,1,0,0,5,5,3,2,0,12,1,0,193,0,1,140,0,21,30,3,43,16,4,2,1,43,517,2,5,29,1,0
4169,37.54143541,126.9521792,27.49,16992.38095,0,0.0,24,83.33333333,12.5,45,1,6,27,0,131,0,0,0,4,2,2,4,0,10,1,0,149,0,1,114,0,15,28,4,34,11,1,2,1,34,398,1,3,22,1,0
4171,37.5386923,126.94993,36.3847619,20343.53741,0,0.0,21,61.9047619,14.28571429,32,2,4,19,0,95,0,0,0,3,2,2,2,0,10,0,0,125,0,0,105,0,15,19,3,30,11,2,1,0,32,367,1,4,16,1,0
4172,37.53907284,126.9482024,24.71846154,20364.83516,0,0.0,13,46.15384615,76.92307692,32,2,3,26,0,101,0,0,0,1,2,2,2,0,7,0,0,143,0,0,130,0,16,22,5,33,13,2,2,0,31,433,2,5,20,1,1
4173,37.53832994,126.9467887,38.57,13928.57143,0,0.0,1,100.0,0.0,28,2,3,24,0,93,0,0,0,1,2,2,2,0,6,0,0,122,0,0,105,0,14,21,5,24,13,2,2,0,25,373,1,5,19,1,1
4176,37.5378335,126.9453141,31.53818182,22753.24675,0,0.0,11,27.27272727,63.63636364,25,2,2,15,0,51,0,0,0,1,1,2,2,0,7,0,0,96,0,0,89,0,10,11,3,19,10,2,2,0,21,286,1,4,12,0,1
4177,37.535387,126.9444028,36.432,12642.85714,0,1.0,5,20.0,0.0,15,1,1,7,0,13,0,0,0,0,1,1,0,0,3,0,0,46,0,0,24,0,8,2,1,10,2,2,2,0,9,86,1,3,4,0,1
4178,37.53643317,126.9454702,30.23073077,17679.67033,0,0.0,26,69.23076923,38.46153846,21,1,2,8,0,35,0,0,0,1,1,1,2,0,4,0,0,67,0,0,63,0,9,7,1,12,6,2,2,0,12,194,1,3,8,0,1
4181,37.54039406,126.9530461,25.41533333,23993.33333,0,0.0,15,0.0,80.0,36,0,3,16,0,97,0,0,0,4,2,1,3,0,8,1,0,97,0,1,93,0,11,23,3,26,8,1,2,1,29,236,1,3,17,1,0
4184,37.54936016,126.9620104,24.29754386,12668.67168,0,0.666666667,57,61.40350877,66.66666667,9,1,2,3,1,8,0,0,0,0,1,0,0,0,10,0,0,33,0,0,18,0,7,6,0,8,3,5,1,0,5,51,0,0,0,1,2
4185,37.54824249,126.9603134,29.73992437,26521.15846,0,0.630252101,119,17.64705882,88.23529412,12,1,4,4,2,12,0,0,0,0,2,0,1,0,10,0,0,51,0,0,29,0,8,6,0,12,4,5,1,0,7,91,2,0,3,1,2
4186,37.54672857,126.9594883,28.91358974,15858.24176,0,0.0,39,41.02564103,35.8974359,10,1,3,6,1,9,0,0,0,0,1,0,0,0,4,0,0,65,0,0,33,0,7,3,0,13,5,4,1,0,8,140,2,0,3,1,2
4189,37.544548,126.9552997,22.22,16000.0,0,1.0,1,0.0,0.0,41,0,6,19,1,75,0,0,0,4,3,2,2,0,8,1,0,134,0,1,75,0,11,17,2,29,12,2,2,1,27,313,1,1,15,1,1
4190,37.54391857,126.9573402,25.12333333,21733.33333,0,0.0,15,0.0,93.33333333,30,0,4,9,0,41,0,0,0,1,2,1,2,0,6,1,0,77,0,1,43,0,8,10,2,15,7,1,2,0,14,191,0,1,8,0,1
4194,37.543187,126.95418,51.037,31487.14286,0,1.0,10,70.0,0.0,40,0,6,20,0,93,0,0,0,4,3,2,2,0,8,1,0,122,0,1,79,0,13,23,3,30,10,2,2,1,30,310,1,3,17,2,0
4195,37.543743,126.95286,36.78607143,24182.46429,0,1.0,28,57.14285714,0.0,42,0,6,25,0,125,0,0,0,4,4,2,2,0,9,1,0,174,0,1,93,0,15,27,3,39,13,2,2,1,33,402,1,3,22,2,0
4196,37.5430426,126.9523533,44.93333333,35428.57143,0,1.0,6,33.33333333,0.0,46,0,7,26,0,125,1,0,0,4,4,2,2,0,9,1,0,170,0,1,108,0,16,27,4,38,14,2,2,1,33,429,1,3,20,2,0
4198,37.55733438,126.9619406,45.44733333,13901.54762,0,0.0,30,26.66666667,0.0,32,0,4,3,1,11,1,1,0,2,1,0,0,0,8,0,0,49,0,0,18,0,19,5,1,10,4,3,0,0,8,146,1,2,4,2,1
4199,37.55646222,126.9609786,37.83018182,15235.27792,0,0.054545455,55,16.36363636,27.27272727,32,0,6,6,1,28,1,1,0,2,1,0,0,0,9,0,0,43,0,1,12,0,22,8,2,7,5,2,0,1,9,116,1,2,5,2,1
4201,37.55596533,126.9592106,26.69357143,20873.97959,0,0.0,14,7.142857143,100.0,29,0,4,10,1,57,1,1,0,2,3,1,0,0,13,0,0,58,0,1,20,0,27,16,5,12,5,4,1,1,9,143,1,0,9,2,1
4203,37.55397989,126.9608051,40.266,16497.89916,0,0.0,85,28.23529412,40.0,19,1,3,8,1,19,1,1,0,1,1,0,0,0,13,0,0,33,0,0,7,0,20,9,1,10,1,4,2,1,5,59,0,0,4,1,1
4206,37.55196367,126.9565217,29.90243243,16905.58301,0,1.0,185,82.16216216,0.0,16,1,7,16,2,40,1,0,0,1,4,1,1,0,15,0,0,68,3,0,25,0,15,10,7,22,6,7,3,1,19,158,2,0,10,1,2
4207,37.54978216,126.9562775,30.695,22535.71429,0,0.0,4,50.0,100.0,19,1,6,19,2,38,0,0,0,1,6,2,1,0,14,0,0,96,3,0,36,0,10,7,4,26,9,7,3,0,21,209,2,0,11,2,2
4208,37.54915155,126.9590474,25.58429646,16976.3464,0,0.783185841,226,44.24778761,57.07964602,16,1,5,12,2,22,0,0,0,0,3,1,1,0,11,0,0,78,2,0,37,0,9,8,0,17,7,7,2,0,12,153,2,0,7,1,2
4209,37.54633798,126.9559917,19.77963504,15722.17205,0,0.95620438,274,66.78832117,37.22627737,26,0,8,19,1,60,0,0,0,2,5,2,3,0,6,1,0,123,0,1,53,0,10,15,2,25,12,5,3,0,20,276,2,1,15,1,2
4211,37.54733454,126.9546502,31.68733333,22791.21693,0,0.97037037,135,61.48148148,97.03703704,25,0,8,21,3,64,0,0,0,2,6,2,3,0,11,0,0,123,3,0,57,0,12,11,4,28,14,5,2,0,20,291,2,1,16,1,1
